"","sg","nom","Agriculture","Transformation","Emballage","Transport","Supermarché et distribution","Consommation","Total"
"534","pâtes, riz et céréales","Avoine, crue",0.73857345,0,0.26506589,0.13112869,0.01606076,0,1.15082879
"535","gâteaux et pâtisseries","Baba au rhum, préemballé",0.18070092,0.25472927,0.28778737,0.11977155,0.019437894,0,0.862427004
"536","gâteaux et pâtisseries","Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop)",1.7689769,0.34650971,0.28779791,0.22344524,0.019437894,0,2.646167654
"537","céréales de petit-déjeuner et biscuits","Barre biscuitée fourrée aux fruits, allégée en matière grasse",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"538","céréales de petit-déjeuner et biscuits","Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux",1.7392837,0.23538554,0.28124639,0.16300506,0.019437894,0,2.438358584
"539","céréales de petit-déjeuner et biscuits","Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux",5.2974398,0.25035551,0.28126525,0.1658041,0.019437894,0,6.014302554
"540","céréales de petit-déjeuner et biscuits","Barre céréalière aux amandes ou noisettes",2.4224226,0.27519812,0.28120971,0.18003032,0.019437894,0,3.178298644
"541","céréales de petit-déjeuner et biscuits","Barre céréalière aux fruits",1.7392837,0.23538554,0.28124639,0.16300506,0.019437894,0,2.438358584
"542","céréales de petit-déjeuner et biscuits","Barre céréalière chocolatée",5.2974398,0.25035551,0.28126525,0.1658041,0.019437894,0,6.014302554
"543","céréales de petit-déjeuner et biscuits","Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",5.2974398,0.25035551,0.28126525,0.1658041,0.019437894,0,6.014302554
"544","gâteaux et pâtisseries","Beignet à la confiture",0.8977481,0.22254417,0.28785911,0.14194696,0.019437894,0,1.569536234
"545","gâteaux et pâtisseries","Beignet fourré aux fruits, préemballé",1.3821586,0.20013988,0.28785995,0.12902047,0.019437894,0,2.018616794
"546","gâteaux et pâtisseries","Beignet fourré goût chocolat, préemballé",4.8031887,0.32052998,0.28784863,0.19719744,0.019437894,0,5.628202644
"547","gâteaux et pâtisseries","Beignet rond moelleux, sans fourrage, saupoudré de sucre",0.92076191,0.21790103,0.28787253,0.12249908,0.019437894,0,1.568472444
"548","céréales de petit-déjeuner et biscuits","Biscuit apéritif à base de pomme de terre, type tuile salée",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"549","céréales de petit-déjeuner et biscuits","Biscuit apéritif feuilleté",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"550","céréales de petit-déjeuner et biscuits","Biscuit apéritif soufflé, à base de maïs, à la cacahuète",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"551","céréales de petit-déjeuner et biscuits","Biscuit apéritif soufflé, à base de maïs, sans cacahuète",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"552","céréales de petit-déjeuner et biscuits","Biscuit apéritif soufflé, à base de pomme de terre",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"553","céréales de petit-déjeuner et biscuits","Biscuit apéritif soufflé, à base de pomme de terre et de soja",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"554","céréales de petit-déjeuner et biscuits","Biscuit apéritif, crackers, garni ou fourré, au fromage",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"555","céréales de petit-déjeuner et biscuits","Biscuit apéritif, crackers, nature",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"556","céréales de petit-déjeuner et biscuits","Biscuit apéritif, crackers, nature, allégé en matière grasse",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"557","céréales de petit-déjeuner et biscuits","Biscuit apéritif, mini bretzel ou sticks",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"558","céréales de petit-déjeuner et biscuits","Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"559","gâteaux et pâtisseries","Biscuit de Savoie",2.1255235,0.29701685,0.28781929,0.15283655,0.019437894,0,2.882634084
"560","céréales de petit-déjeuner et biscuits","Biscuit moelleux fourré à l'orange et enrobé de sucre glace",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"561","céréales de petit-déjeuner et biscuits","Biscuit pâtissier meringué",1.3126001,0.25013352,0.10982019,0.13613248,0.019437894,0,1.828124184
"562","céréales de petit-déjeuner et biscuits","Biscuit sec (génoise) nappage aux fruits, type barquette",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"563","céréales de petit-déjeuner et biscuits","Biscuit sec à teneur garantie en vitamines",1.3126001,0.25013352,0.10982019,0.13613248,0.019437894,0,1.828124184
"564","céréales de petit-déjeuner et biscuits","Biscuit sec à teneur garantie en vitamines et minéraux",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"565","céréales de petit-déjeuner et biscuits","Biscuit sec au beurre, sablé, galette ou palet",2.7008291,0.23488531,0.10985729,0.13750326,0.019437894,0,3.202512854
"566","céréales de petit-déjeuner et biscuits","Biscuit sec au beurre, sablé, galette ou palet, au chocolat",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"567","céréales de petit-déjeuner et biscuits","Biscuit sec au lait",1.7289893,0.21655425,0.109886,0.1278117,0.019437894,0,2.202679144
"568","céréales de petit-déjeuner et biscuits","Biscuit sec aux fruits, hyposodé",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"569","céréales de petit-déjeuner et biscuits","Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir",1.3126001,0.25013352,0.10982019,0.13613248,0.019437894,0,1.828124184
"570","céréales de petit-déjeuner et biscuits","Biscuit sec avec nappage chocolat",5.9889308,0.33136844,0.10982941,0.20759383,0.019437894,0,6.657160374
"571","céréales de petit-déjeuner et biscuits","Biscuit sec avec tablette de chocolat",5.9889308,0.33136844,0.10982941,0.20759383,0.019437894,0,6.657160374
"572","céréales de petit-déjeuner et biscuits","Biscuit sec chocolaté, préemballé",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"573","céréales de petit-déjeuner et biscuits","Biscuit sec chocolaté, type barquette",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"574","céréales de petit-déjeuner et biscuits","Biscuit sec chocolaté, type galette",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"575","céréales de petit-déjeuner et biscuits","Biscuit sec chocolaté, type tartelette",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"576","céréales de petit-déjeuner et biscuits","Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",2.4224226,0.27519812,0.10980342,0.18542714,0.019437894,0,3.012289174
"577","céréales de petit-déjeuner et biscuits","Biscuit sec croquant au chocolat, allégé en matière grasse",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"578","céréales de petit-déjeuner et biscuits","Biscuit sec feuilleté, type palmier ou autres",2.3352196,0.22674429,0.10984303,0.13370767,0.019437894,0,2.824952484
"579","céréales de petit-déjeuner et biscuits","Biscuit sec fourré à la pâte ou purée de fruits",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"580","céréales de petit-déjeuner et biscuits","Biscuit sec fourré aux fruits, allégé en matière grasse",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"581","céréales de petit-déjeuner et biscuits","Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)",2.4224226,0.27519812,0.10980342,0.18542714,0.019437894,0,3.012289174
"582","céréales de petit-déjeuner et biscuits","Biscuit sec nappé aux fruits, tartelette",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"583","céréales de petit-déjeuner et biscuits","Biscuit sec nature",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"584","céréales de petit-déjeuner et biscuits","Biscuit sec ou tuile, aux amandes",2.4224226,0.27519812,0.10980342,0.18542714,0.019437894,0,3.012289174
"585","céréales de petit-déjeuner et biscuits","Biscuit sec pauvre en glucides",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"586","céréales de petit-déjeuner et biscuits","Biscuit sec petit beurre",1.7289893,0.21655425,0.109886,0.1278117,0.019437894,0,2.202679144
"587","céréales de petit-déjeuner et biscuits","Biscuit sec petit beurre au chocolat",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"588","céréales de petit-déjeuner et biscuits","Biscuit sec pour petit déjeuner",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"589","céréales de petit-déjeuner et biscuits","Biscuit sec pour petit déjeuner, allégé en sucres",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"590","céréales de petit-déjeuner et biscuits","Biscuit sec pour petit déjeuner, au chocolat",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"591","céréales de petit-déjeuner et biscuits","Biscuit sec type langue de chat ou cigarette russe",2.8953233,0.23381287,0.10983067,0.14152864,0.019437894,0,3.399933374
"592","céréales de petit-déjeuner et biscuits","Biscuit sec type tuile, aux fruits",2.5502897,0.24911418,0.10982081,0.14080869,0.019437894,0,3.069471274
"593","céréales de petit-déjeuner et biscuits","Biscuit sec, avec matière grasse végétale",0.52741499,0.44014272,0.10993127,0.12259169,0.019437894,0,1.219518564
"594","céréales de petit-déjeuner et biscuits","Biscuit sec, petits fours en assortiment",2.8953233,0.23381287,0.10983067,0.14152864,0.019437894,0,3.399933374
"595","céréales de petit-déjeuner et biscuits","Biscuit sec, sablé, galette ou palet, aux fruits",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"596","céréales de petit-déjeuner et biscuits","Biscuit sec, sans précision",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"597","pâtes, riz et céréales","Blé de Khorasan, cru",0.21115707,0,0.11732707,0.058041968,0.0071090324,0.13779105,0.5314261904
"598","pâtes, riz et céréales","Blé dur entier, cru",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
"599","pâtes, riz et céréales","Blé dur précuit, entier, cru",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
"600","pâtes, riz et céréales","Blé dur précuit, grains entiers, cuit, non salé",0.32650936,0,0.080555266,0.058041968,0.0071090324,0.13779105,0.6100066764
"601","pâtes, riz et céréales","Blé tendre entier ou froment, cru",0.47704706,0,0.26506589,0.13112869,0.01606076,0,0.8893024
"602","céréales de petit-déjeuner et biscuits","Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"603","céréales de petit-déjeuner et biscuits","Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"604","pâtes, riz et céréales","Boulgour de blé, cru",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
"605","pâtes, riz et céréales","Boulgour de blé, cuit, non salé",0.32650936,0,0.080555266,0.058041968,0.0071090324,0.011022624,0.4832382504
"606","gâteaux et pâtisseries","Brownie au chocolat",6.3294106,0.34862379,0.287793,0.20994214,0.019437894,0,7.195207424
"607","gâteaux et pâtisseries","Bûche de Noël pâtissière",6.4782502,0.37134366,0.28780042,0.21909882,0.019437894,0,7.375930994
"608","céréales de petit-déjeuner et biscuits","Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",2.1835751,0.58488125,0.2812313,0.14433742,0.019437894,0,3.213462964
"609","gâteaux et pâtisseries","Cake aux fruits",1.8386296,0.21415698,0.28122354,0.13741773,0.019437894,0,2.490865744
"610","gâteaux et pâtisseries","Canelé",1.291593,0.21477423,0.28780001,0.13013453,0.019437894,0,1.943739664
"611","céréales de petit-déjeuner et biscuits","Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"612","céréales de petit-déjeuner et biscuits","Céréales complètes soufflées, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"613","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"614","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"615","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"616","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"617","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"618","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"619","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"620","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"621","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"622","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"623","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"624","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"625","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"626","céréales de petit-déjeuner et biscuits","Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"627","gâteaux et pâtisseries","Charlotte aux fruits",1.0117635,0.2366873,0.28778062,0.18611625,0.019437894,0,1.741785564
"628","céréales de petit-déjeuner et biscuits","Chips de crevette",3.1439645,0.36048118,0.28118162,0.39253739,0.019437894,0,4.197602584
"629","céréales de petit-déjeuner et biscuits","Chips de maïs ou tortilla chips",0.82537493,0.2312449,0.28118162,0.18400438,0.019437894,0,1.541243724
"630","gâteaux et pâtisseries","Chou à la crème (chantilly ou pâtissière)",1.7846226,0.20938095,0.2878109,0.12173397,0.019437894,0,2.422986314
"631","gâteaux et pâtisseries","Chou à la crème chantilly",1.7846226,0.20938095,0.2878109,0.12173397,0.019437894,0,2.422986314
"632","gâteaux et pâtisseries","Chou à la crème pâtissière",1.3849471,0.18736207,0.28780692,0.12716465,0.019437894,0,2.006718634
"633","céréales de petit-déjeuner et biscuits","Cigarette",4.8839573,0.28339723,0.10985645,0.16499845,0.019437894,0,5.461647324
"634","céréales de petit-déjeuner et biscuits","Cône ou cornet classique, pour glace",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"635","céréales de petit-déjeuner et biscuits","Cookie aux pépites de chocolat",3.1816353,0.54086276,0.10984827,0.21088666,0.019437894,0,4.062670884
"636","gâteaux et pâtisseries","Corne de gazelle (pâtisserie orientale aux amandes et sirop)",1.6807558,0.2638771,0.28783145,0.21512315,0.019437894,0,2.467025394
"637","pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), crue",0.68012547,0.59010301,0.26506589,0.11323782,0.01606076,0,1.66459295
"638","pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée",0.3010464,0.26119943,0.080555266,0.050122866,0.0071090324,0.011022624,0.7110556184
"639","céréales de petit-déjeuner et biscuits","Crêpe dentelle",4.8839573,0.28339723,0.10985645,0.16499845,0.019437894,0,5.461647324
"640","céréales de petit-déjeuner et biscuits","Crêpe dentelle (pour apéritif) au fromage, préemballée",0.85124335,0.29801521,0.28132688,0.13754464,0.019437894,0,1.587567974
"641","céréales de petit-déjeuner et biscuits","Crêpe dentelle au chocolat, préemballée",5.9889308,0.33136844,0.10982941,0.20759383,0.019437894,0,6.657160374
"642","gâteaux et pâtisseries","Crêpe maison, fourrée à la confiture",0.96313246,0.21510898,0.28122774,0.12688025,0.019437894,0,1.605787324
"643","gâteaux et pâtisseries","Crêpe maison, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes",0.96313246,0.21510898,0.28122774,0.12688025,0.019437894,0,1.605787324
"644","gâteaux et pâtisseries","Crêpe préemballée, fourrée au sucre",0.96313246,0.21510898,0.28122774,0.12688025,0.019437894,0,1.605787324
"645","gâteaux et pâtisseries","Crêpe préemballée, fourrée chocolat",3.70637,0.30832488,0.28122774,0.18144828,0.019437894,0,4.496808794
"646","gâteaux et pâtisseries","Crêpe préemballée, fourrée fraise",0.97521487,0.17166403,0.28122774,0.1758178,0.019437894,0,1.623362334
"647","gâteaux et pâtisseries","Crêpe, nature, préemballée, rayon frais",1.1605933,0.17489545,0.28124157,0.12640936,0.019437894,0,1.762577574
"648","gâteaux et pâtisseries","Crêpe, nature, préemballée, rayon température ambiante",1.1605933,0.17489545,0.28124157,0.12640936,0.019437894,0,1.762577574
"649","gâteaux et pâtisseries","Crumble aux pommes",1.2287266,0.2107981,0.28780797,0.13826988,0.019437894,0,1.885040444
"650","gâteaux et pâtisseries","Éclair",2.9125682,0.23251472,0.28780336,0.15721856,0.019437894,0,3.609542734
"651","gâteaux et pâtisseries","Entremets type Opéra",3.9840189,0.29384249,0.28778567,0.18600596,0.019437894,0,4.771090914
"652","pâtes, riz et céréales","Épeautre, cru",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
"653","gâteaux et pâtisseries","Far aux pruneaux",1.3807437,0.18531234,0.28780147,0.13101879,0.019437894,0,2.004314194
"654","gâteaux et pâtisseries","Flan pâtissier aux oeufs ou à la parisienne",1.3413776,0.19173067,0.28780357,0.12982238,0.019437894,0,1.970172114
"655","céréales de petit-déjeuner et biscuits","Flocon d'avoine précuit",0.95766913,0.1624656,0.10977533,0.26076133,0.019437894,0,1.510109284
"656","céréales de petit-déjeuner et biscuits","Flocons d'avoine, bouillis/cuits à l'eau",0.73857345,0,0.10086321,0.13619594,0.016060356,0,0.991692956
"657","céréales de petit-déjeuner et biscuits","Florentin (biscuit sec sucré chocolaté aux amandes)",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"658","gâteaux et pâtisseries","Fraisier ou framboisier",1.3536007,0.23737977,0.28778185,0.19308078,0.019437894,0,2.091280994
"659","pâtes, riz et céréales","Frik (blé dur immature concassé), cru",0.68012547,0.59010301,0.26506589,0.11323782,0.01606076,0,1.66459295
"660","pâtes, riz et céréales","Frik (blé dur immature concassé), cuit, non salé",0.3010464,0.26119943,0.080555266,0.050122866,0.0071090324,0.011022624,0.7110556184
"661","gâteaux et pâtisseries","Galette de sarrasin, nature, préemballée",0.29268095,0.15630182,0.28118162,0.15473458,0.019437894,0,0.904336864
"662","gâteaux et pâtisseries","Galette des rois feuilletée",2.9738138,0.23880814,0.28782327,0.16766641,0.019437894,0,3.687549514
"663","gâteaux et pâtisseries","Galette des rois feuilletée, fourrée frangipane, et Pithiviers",2.9738138,0.23880814,0.28782327,0.16766641,0.019437894,0,3.687549514
"664","gâteaux et pâtisseries","Gâteau au chocolat",6.8027761,0.45286537,0.28779106,0.22039331,0.019437894,0,7.783263734
"665","gâteaux et pâtisseries","Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",2.1255235,0.29701685,0.28781929,0.15283655,0.019437894,0,2.882634084
"666","gâteaux et pâtisseries","Gâteau au citron, tout type",0.84594368,0.39274053,0.28782704,0.15956945,0.019437894,0,1.705518594
"667","gâteaux et pâtisseries","Gâteau au fromage blanc",1.049756,0.39257843,0.28782809,0.15240169,0.019437894,0,1.902002104
"668","gâteaux et pâtisseries","Gâteau au yaourt",1.049756,0.39257843,0.28782809,0.15240169,0.019437894,0,1.902002104
"669","gâteaux et pâtisseries","Gâteau aux amandes type financier",3.0060482,0.26410782,0.28779479,0.17302113,0.019437894,0,3.750409834
"670","gâteaux et pâtisseries","Gâteau basque, cerises",1.6131515,0.2131316,0.287826,0.12902235,0.019437894,0,2.262569344
"671","gâteaux et pâtisseries","Gâteau basque, crème pâtissière",1.6131515,0.2131316,0.287826,0.12902235,0.019437894,0,2.262569344
"672","gâteaux et pâtisseries","Gâteau marbré",2.5265553,0.22663939,0.28783249,0.13387251,0.019437894,0,3.194337584
"673","gâteaux et pâtisseries","Gâteau moelleux au chocolat, préemballé",8.2620125,0.39775748,0.28780042,0.25638522,0.019437894,0,9.223393514
"674","gâteaux et pâtisseries","Gâteau moelleux aux fruits",1.2283287,0.23715375,0.28778869,0.21854291,0.019437894,0,1.991251944
"675","gâteaux et pâtisseries","Gâteau moelleux aux fruits à coque",2.673814,0.25205227,0.2878218,0.14450046,0.019437894,0,3.377626424
"676","gâteaux et pâtisseries","Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait",8.2620125,0.39775748,0.28780042,0.25638522,0.019437894,0,9.223393514
"677","gâteaux et pâtisseries","Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré",1.2283287,0.23715375,0.28778869,0.21854291,0.019437894,0,1.991251944
"678","gâteaux et pâtisseries","Gâteau moelleux nature type génoise",2.1248455,0.22555683,0.28781929,0.13301778,0.019437894,0,2.790677294
"679","gâteaux et pâtisseries","Gâteau mousse de fruits sur génoise, type miroir, bavarois",1.2283287,0.23715375,0.28778869,0.21854291,0.019437894,0,1.991251944
"680","gâteaux et pâtisseries","Gâteau Paris-Brest (pâte à choux crème mousseline praliné)",3.1916,0.2563365,0.2877934,0.15857016,0.019437894,0,3.913737954
"681","gâteaux et pâtisseries","Gâteau sablé aux fruits, préemballé",1.7392837,0.23538554,0.28783941,0.16300506,0.019437894,0,2.444951604
"682","gâteaux et pâtisseries","Gaufre croustillante (fine ou sèche), chocolatée, préemballée",2.3635185,0.22831584,0.28786834,0.12969235,0.019437894,0,3.028832924
"683","gâteaux et pâtisseries","Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",1.8158519,0.19557573,0.28783207,0.12996258,0.019437894,0,2.448660174
"684","gâteaux et pâtisseries","Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",4.4896116,0.29373397,0.28784297,0.17755817,0.019437894,0,5.268184604
"685","gâteaux et pâtisseries","Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",1.9264102,0.22423822,0.28784339,0.12946376,0.019437894,0,2.587393464
"686","céréales de petit-déjeuner et biscuits","Gaufrette fourrée chocolat, préemballée",5.9889308,0.33136844,0.10982941,0.20759383,0.019437894,0,6.657160374
"687","céréales de petit-déjeuner et biscuits","Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée",2.4224226,0.27519812,0.10980342,0.18542714,0.019437894,0,3.012289174
"688","céréales de petit-déjeuner et biscuits","Gaufrette fourrée, aux fruits",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"689","céréales de petit-déjeuner et biscuits","Gaufrette ou éventail sans fourrage",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"690","céréales de petit-déjeuner et biscuits","Gaufrette, fourrée vanille, préemballée",2.3635185,0.22831584,0.10986902,0.13508917,0.019437894,0,2.856230424
"691","gâteaux et pâtisseries","Génoise fourrée et nappée au chocolat",8.2620125,0.39775748,0.28780042,0.25638522,0.019437894,0,9.223393514
"692","céréales de petit-déjeuner et biscuits","Génoise sèche fourrée aux fruits et nappée de chocolat",1.2283287,0.23715375,0.10978937,0.22393973,0.019437894,0,1.818649444
"693","pâtes, riz et céréales","Gnocchi à la pomme de terre, cru",0.27989533,0.012156474,0.27085674,0.21754003,0.037768033,0,0.818216607
"694","pâtes, riz et céréales","Gnocchi à la pomme de terre, cuit",0.27989533,0.15731607,0.18556342,0.21754003,0.037768033,0.011022624,0.889105507
"695","pâtes, riz et céréales","Gnocchi à la semoule, cru",0.27989533,0.012156474,0.27085674,0.21754003,0.037768033,0,0.818216607
"696","pâtes, riz et céréales","Gnocchi à la semoule, cuit",0.27989533,0.15731607,0.18556342,0.21754003,0.037768033,0.011022624,0.889105507
"697","céréales de petit-déjeuner et biscuits","Goûter sec fourré (""sandwiché"") parfum chocolat",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"698","céréales de petit-déjeuner et biscuits","Goûter sec fourré (""sandwiché"") parfum fruits",1.7392837,0.23538554,0.1098401,0.16840188,0.019437894,0,2.272349114
"699","céréales de petit-déjeuner et biscuits","Goûter sec fourré (""sandwiché"") parfum lait ou vanille",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"700","céréales de petit-déjeuner et biscuits","Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"701","céréales de petit-déjeuner et biscuits","Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"702","gâteaux et pâtisseries","Kouign Amann",0.62894538,0.25178384,0.28783752,0.1149005,0.019437894,0,1.302905134
"703","gâteaux et pâtisseries","Macaron moelleux fourré à la confiture ou à la crème",4.7770308,0.37322314,0.28777464,0.2232371,0.019437894,0,5.680703574
"704","céréales de petit-déjeuner et biscuits","Macaron sec",1.1454262,0.32705294,0.10977533,0.19467723,0.019437894,0,1.796369594
"705","gâteaux et pâtisseries","Madeleine chocolatée, préemballée",6.63059,0.34023521,0.28781531,0.21552238,0.019437894,0,7.493600794
"706","gâteaux et pâtisseries","Madeleine ordinaire, préemballée",0.90570821,0.45437136,0.28783228,0.1600696,0.019437894,0,1.827419344
"707","gâteaux et pâtisseries","Madeleine traditionnelle, pur beurre",2.8272254,0.22902295,0.28783061,0.13598566,0.019437894,0,3.499502514
"708","pâtes, riz et céréales","Maïs entier, cru",0.39438298,0,0.26506589,0.13112869,0.019908241,0,0.810485801
"709","pâtes, riz et céréales","Mélange de céréales et légumineuses, cru",0.27268324,0.17651989,0.19186254,0.12807098,0.019438334,0,0.788574984
